1000076,98 0 24
1000082,27 4 9
1000268,73 76 2
1000348,56 88 89
1000450,46 67 0
1000541,51 64 80
1000679,35 83 15
1000780,58 65 82
1000842,2 0 42
1000865,26 25 80
1000882,51 64 82
1000941,2 80 33
1001036,24 41 5
1001140,86 73 49
1001261,34 65 44
1001376,24 74 5
1001550,18 19 20
1001553,6 68 33
1001574,81 45 39
1001698,50 51 41
1001703,3 83 97
1001761,94 66 44
1001862,27 26 9
1001890,1 31 34
1001943,33 32 50
1001989,36 12 42
1002004,56 57 41
1002051,34 44 1
1002128,57 56 3
1002205,72 77 65
1002226,10 45 93
1002235,89 41 3
1002250,66 31 1
1002259,50 41 5
1002264,52 50 83
1002336,85 30 73
1002415,19 41 21
1002423,56 57 41
1002429,23 2 22
1002520,42 12 40
1002564,30 73 57
1002599,2 46 76
1002617,35 83 41
1002743,31 1 66
1002751,44 101 99
1002760,99 91 80
1002825,9 65 80
1003033,75 71 79
1003040,34 44 41
1003176,1 31 100
1003200,94 95 5
1003534,12 83 51
1003675,39 1 45
1003706,88 89 95
1003796,2 0 59
1003800,66 1 93
1003945,49 73 55
1004039,42 12 65
1004060,38 57 95
1004083,53 54 30
1004243,93 41 83
1004258,64 51 82
1004288,46 43 88
1004325,94 97 64
1004378,93 41 56
1004403,63 1 19
1004406,41 3 24
1004409,83 35 67
1004497,80 51 64
1004501,86 101 49
1004585,94 95 38
1004663,18 17 97
1004703,95 94 64
1004901,40 2 46
1005030,50 41 79
1005151,102 1 3
1005202,49 65 42
1005222,95 88 94
1005241,6 68 33
1005275,93 41 24
1005429,54 53 41
1005451,49 98 97
1005521,31 1 56
1005525,102 90 89
1005554,51 64 80
1005564,66 44 1
1005582,58 65 59
1005594,1 44 31
1005599,89 53 90
1005725,13 42 40
1005751,13 87 42
1005818,21 43 17
1006061,49 30 55
1006062,94 30 95
1006204,86 24 98
1006225,48 36 9
1006287,42 62 16
1006571,41 93 24
1006576,43 11 48
1006609,40 61 42
1006670,100 52 31
1006697,58 65 51
1006708,82 95 94
1006717,88 91 89
1006749,25 60 65
1006780,11 60 50
1006845,2 0 80
1006888,95 80 64
1006991,99 64 51
1007016,2 72 12
1007054,30 47 85
1007078,50 51 64
1007218,51 64 82
1007275,49 32 11
1007353,79 37 75
1007370,13 87 85
1007468,22 39 0
1007510,99 94 44
1007525,15 2 16
1007645,26 80 25
1007652,59 60 65
1007674,38 57 65
1007723,40 46 42
1007728,93 41 24
1007771,46 74 98
1007811,1 31 66
1007813,2 0 60
1007845,45 1 15
1007857,88 89 73
1007872,42 12 16
1008061,45 39 78
1008122,65 58 59
1008328,91 2 12
1008499,80 2 0
1008688,51 64 82
1008721,3 97 57
1008748,65 58 59
1008787,70 50 25
1008792,23 2 42
1008815,13 87 90
1009016,62 66 56
1009033,86 33 4
1009085,78 1 45
1009194,24 41 5
1009322,24 41 83
1009374,2 80 40
1009385,18 73 99
1009434,60 26 51
1009468,82 95 80
1009481,102 89 56
1009500,4 2 40
1009726,97 6 98
