1000076,98 43 5
1000082,27 61 65
1000268,2 76 47
1000348,56 89 41
1000450,46 40 65
1000541,51 64 80
1000679,35 83 85
1000780,65 58 83
1000842,2 0 12
1000865,26 25 84
1000882,64 51 82
1000941,2 80 88
1001036,24 41 5
1001140,86 24 97
1001261,34 1 65
1001376,24 5 41
1001550,18 19 20
1001553,6 68 75
1001574,81 84 96
1001698,50 51 64
1001703,3 97 37
1001761,94 66 31
1001862,27 28 25
1001890,66 1 100
1001943,33 7 2
1001989,12 36 42
1002004,56 57 41
1002051,34 44 1
1002128,57 56 88
1002205,72 77 4
1002226,10 41 66
1002235,89 3 88
1002250,66 1 31
1002259,50 41 93
1002264,52 95 45
1002336,85 102 43
1002415,19 21 83
1002423,56 57 3
1002429,23 2 15
1002520,42 12 92
1002564,30 5 97
1002599,2 46 76
1002617,35 83 88
1002743,31 1 66
1002751,44 101 66
1002760,99 64 91
1002825,9 98 80
1003033,75 79 12
1003040,34 91 65
1003176,1 31 100
1003200,94 95 82
1003534,12 42 54
1003675,39 17 30
1003706,88 89 41
1003796,2 42 0
1003800,66 1 31
1003945,49 97 33
1004039,42 12 40
1004060,38 96 94
1004083,53 54 90
1004243,93 41 62
1004258,64 51 82
1004288,46 76 77
1004325,94 88 64
1004378,93 41 83
1004403,63 47 19
1004406,3 63 77
1004409,83 35 93
1004497,80 51 64
1004501,86 101 5
1004585,94 88 95
1004663,18 39 20
1004703,94 99 88
1004901,40 46 2
1005030,50 64 88
1005151,1 34 44
1005202,99 64 49
1005222,95 80 94
1005241,6 68 75
1005275,93 41 83
1005429,54 53 90
1005451,49 97 27
1005521,31 1 94
1005525,102 90 13
1005554,51 64 82
1005564,66 1 44
1005582,58 65 59
1005594,1 44 78
1005599,89 90 41
1005725,13 99 87
1005751,13 87 42
1005818,21 20 97
1006061,49 97 30
1006062,94 95 80
1006204,86 24 37
1006225,48 12 42
1006287,42 12 62
1006571,41 89 88
1006576,43 12 10
1006609,40 46 61
1006670,100 1 39
1006697,65 58 97
1006708,82 95 94
1006717,88 89 91
1006749,25 26 4
1006780,11 60 46
1006845,2 0 80
1006888,95 80 82
1006991,99 64 51
1007016,2 97 12
1007054,30 2 101
1007078,50 64 51
1007218,51 64 82
1007275,49 51 2
1007353,79 73 12
1007370,13 10 87
1007468,22 39 21
1007510,99 64 44
1007525,15 2 16
1007645,26 80 25
1007652,60 83 59
1007674,38 57 3
1007723,40 54 46
1007728,93 41 24
1007771,46 32 40
1007811,1 31 66
1007813,2 74 76
1007845,45 40 39
1007857,88 89 67
1007872,42 12 83
1008061,45 39 78
1008122,65 58 59
1008328,91 99 83
1008499,80 64 51
1008688,51 64 99
1008721,3 97 24
1008748,65 58 51
1008787,70 64 5
1008792,23 2 65
1008815,13 102 43
1009016,62 66 65
1009033,86 8 98
1009085,78 1 100
1009194,24 41 5
1009322,24 41 5
1009374,2 0 80
1009385,18 20 49
1009434,60 51 64
1009468,82 95 64
1009481,102 90 97
1009500,40 46 4
1009726,97 44 2
1009749,49 86 97
1009762,75 71 79
1009786,71 4 33
1009855,77 76 73
1009857,65 58 30
1009951,12 42 87
1010147,80 2 33
1010228,93 66 41
1010277,2 0 23
1010290,53 54 90
1010333,63 79 55
1010346,42 83 35
1010415,20 21 97
1010515,23 2 80
1010517,38 95 96
1010557,50 26 93
1010597,2 0 97
1010639,41 5 24
1010643,93 41 83
1010756,11 43 36
1010789,76 73 77
1010827,15 47 16
1010934,26 25 84
1010959,41 24 93
1010970,86 12 79
1011060,86 24 97
1011140,49 97 30
1011144,1 66 31
1011244,71 4 33
1011294,57 56 88
1011399,83 35 89
1011441,102 83 89
1011519,97 0 40
1011552,37 24 41
1011635,86 8 98
1011679,58 65 59
1011686,51 64 101
1011753,10 41 5
1011761,83 35 93
1011798,42 12 64
1011824,83 35 41
1011877,42 43 16
1011976,55 1 12
1012099,12 62 87
1012259,83 35 41
1012358,44 1 34
1012450,63 47 1
1012513,83 42 35
1012616,4 71 39
1012654,18 19 45
1012685,9 71 72
1012809,36 43 10
1012841,58 65 88
1012871,79 73 75
1012965,22 19 21
1012992,75 79 71
1013065,83 67 2
1013180,49 99 30
1013196,53 54 90
1013468,83 35 89
1013480,5 41 24
1013934,79 73 4
1013950,83 65 89
1014023,53 54 41
1014058,37 41 73
1014122,86 8 98
1014194,32 9 33
1014201,29 4 71
1014609,10 40 12
1014627,20 19 21
1014671,92 43 48
1015119,25 26 97
1015247,55 36 12
1015382,49 99 30
1015409,86 8 12
1015417,52 95 96
1015527,97 2 65
1015617,36 9 11
1015702,97 65 40
1015753,17 21 92
1015807,58 65 59
1015878,48 98 36
1015913,70 48 43
1016003,65 58 89
1016065,23 2 65
1016076,39 66 45
1016113,91 89 88
1016320,94 95 96
1016327,41 24 83
1016399,28 12 49
1016541,54 53 41
1016700,53 54 90
1016825,89 13 90
1016875,76 77 59
1016967,66 41 56
1017022,79 71 73
1017025,35 83 88
1017071,79 75 73
1017226,47 68 2
1017305,98 43 86
1017342,48 46 47
1017431,37 39 21
1017562,36 43 11
1017584,59 65 58
1017666,102 90 13
1017682,41 83 65
1017707,86 98 43
1017741,3 97 67
1017775,91 89 88
1017898,86 24 97
1017967,71 4 26
1017976,97 8 65
1018282,8 97 67
1018331,84 81 44
1018345,47 0 2
1018491,51 64 82
1018693,24 97 98
1018728,54 53 90
1018739,65 58 59
1018759,78 76 94
1018771,2 0 80
1018896,87 13 82
1019014,91 65 58
1019156,14 99 101
1019214,102 90 99
1019370,55 49 30
1019517,34 44 13
1019724,0 67 5
1019817,1 96 34
1019875,34 44 66
1020004,53 54 92
1020016,75 79 12
1020267,98 86 43
1020292,57 3 56
1020314,50 16 64
1020431,42 86 97
1020446,78 76 71
1020512,49 76 2
1020643,24 5 80
1020725,77 76 63
1020793,23 2 65
1020812,97 65 5
1020904,37 24 39
1020992,65 58 59
1021004,5 41 24
1021067,60 79 9
1021073,25 26 80
1021102,8 97 67
1021111,93 83 56
1021166,38 57 51
1021259,13 54 87
1021269,42 12 40
1021285,37 39 88
1021388,63 71 47
1021477,99 80 82
1021511,37 73 89
1021572,51 82 64
1021587,2 45 81
1021629,100 54 1
1021655,74 5 24
1021982,86 98 24
1022145,85 35 83
1022188,64 51 83
1022208,3 88 69
1022420,47 63 1
1022467,42 54 12
1022476,89 24 41
1022609,93 83 41
1022668,33 4 72
1022691,100 39 1
1022767,33 46 32
1022838,10 41 66
1023008,71 4 33
1023025,97 65 58
1023065,67 0 95
1023139,39 1 45
1023167,89 41 83
1023210,95 96 88
1023311,82 94 95
1023412,30 39 5
1023437,31 1 66
1023513,102 59 41
1023637,37 39 41
1023647,23 2 63
1023670,83 35 41
1023728,79 4 73
1023807,93 83 62
1024070,86 12 8
1024133,44 2 0
1024140,73 79 37
1024147,76 77 74
1024157,6 97 42
1024268,17 78 15
1024347,93 83 41
1024385,96 82 24
1024452,2 23 0
1024635,92 95 87
1024690,75 73 79
1024721,58 65 62
1024759,2 0 67
1024812,38 57 95
1024856,49 5 2
1024938,97 40 65
1025135,51 64 82
1025151,65 58 73
1025175,66 34 1
1025370,83 35 41
1025420,93 41 83
1025574,2 72 80
1025624,47 50 22
1025694,2 80 82
